                       STATION NAME                  DATE           PRCP      TMAX      TMIN
                          MONTGOMERY AIRPORT AL      2018 03 16     0.02      44.60     39.02
                          MONTGOMERY AIRPORT AL      2018 03 17     0.00      46.76     42.62
                          MONTGOMERY AIRPORT AL      2018 03 18     0.04      45.86     43.34
                          MONTGOMERY AIRPORT AL      2018 03 19     0.01      46.40     43.52
                          MONTGOMERY AIRPORT AL      2018 03 20     0.00      44.96     40.64
                          MONTGOMERY AIRPORT AL      2018 03 21     0.00      43.16     39.20
                          MONTGOMERY AIRPORT AL      2018 03 22     0.00      43.70     38.66
                          MONTGOMERY AIRPORT AL      2018 03 23     0.00      44.96     39.02
                          MONTGOMERY AIRPORT AL      2018 03 24     0.00      46.76     41.36
                          MONTGOMERY AIRPORT AL      2018 03 25     0.00      46.58     42.08
                          MONTGOMERY AIRPORT AL      2018 03 26     0.00      42.26     41.00
                          MONTGOMERY AIRPORT AL      2018 03 27     0.00      45.32     41.00
                          MONTGOMERY AIRPORT AL      2018 03 28     0.00      46.40     41.90
                          MONTGOMERY AIRPORT AL      2018 03 29     1.28      46.58     42.62
                          MONTGOMERY AIRPORT AL      2018 03 30     0.00      44.42     40.28
                          MONTGOMERY AIRPORT AL      2018 03 31     0.00      45.14     39.38
                     MOBILE REGIONAL AIRPORT AL      2018 03 01     0.04      46.76     42.62
                     MOBILE REGIONAL AIRPORT AL      2018 03 02     0.00      45.14     40.82
                     MOBILE REGIONAL AIRPORT AL      2018 03 03     0.00      45.68     39.38
                     MOBILE REGIONAL AIRPORT AL      2018 03 04     0.00      45.68     40.10
                     MOBILE REGIONAL AIRPORT AL      2018 03 05     0.00      45.68     41.18
                     MOBILE REGIONAL AIRPORT AL      2018 03 06     0.54      44.60     41.54
                     MOBILE REGIONAL AIRPORT AL      2018 03 07     0.00      42.98     39.92
                     MOBILE REGIONAL AIRPORT AL      2018 03 08     0.00      43.34     37.94
                     MOBILE REGIONAL AIRPORT AL      2018 03 09     0.00      44.06     38.12
                     MOBILE REGIONAL AIRPORT AL      2018 03 10     0.09      45.50     41.36
                     MOBILE REGIONAL AIRPORT AL      2018 03 11     0.70      45.50     42.62
                     MOBILE REGIONAL AIRPORT AL      2018 03 12     0.00      43.16     40.10
                     MOBILE REGIONAL AIRPORT AL      2018 03 13     0.00      43.16     39.02
                     MOBILE REGIONAL AIRPORT AL      2018 03 14     0.00      43.88     37.94
                     MOBILE REGIONAL AIRPORT AL      2018 03 15     0.00      44.42     37.94
                     MOBILE REGIONAL AIRPORT AL      2018 03 16     0.72      43.88     40.64
                     MOBILE REGIONAL AIRPORT AL      2018 03 17     0.00      46.22     43.88
                     MOBILE REGIONAL AIRPORT AL      2018 03 18     0.29      45.86     44.06
                     MOBILE REGIONAL AIRPORT AL      2018 03 19     0.01      46.76     44.24
                     MOBILE REGIONAL AIRPORT AL      2018 03 20     0.00      44.78     40.64
                     MOBILE REGIONAL AIRPORT AL      2018 03 21     0.00      44.42     39.92
                     MOBILE REGIONAL AIRPORT AL      2018 03 22     0.00      44.78     39.20
                     MOBILE REGIONAL AIRPORT AL      2018 03 23     0.00      45.14     39.74
                     MOBILE REGIONAL AIRPORT AL      2018 03 24     0.00      45.68     42.08
                     MOBILE REGIONAL AIRPORT AL      2018 03 25     0.00      46.76     43.52
                     MOBILE REGIONAL AIRPORT AL      2018 03 26     0.00      44.24     42.98
                     MOBILE REGIONAL AIRPORT AL      2018 03 27     0.00      45.32     42.26
                     MOBILE REGIONAL AIRPORT AL      2018 03 28     0.00      45.68     43.88
                     MOBILE REGIONAL AIRPORT AL      2018 03 29     1.32      46.58     42.80
                     MOBILE REGIONAL AIRPORT AL      2018 03 30     0.00      45.32     41.36
                     MOBILE REGIONAL AIRPORT AL      2018 03 31     0.00      45.68     40.46
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 01     0.36      44.06     40.64
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 02     0.00      42.44     39.20
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 03     0.00      43.34     38.12
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 04     0.00      44.78     37.94
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 05     0.11      42.62     40.64
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 06     0.06      43.88     40.64
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 07     0.00      40.64     37.76
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 08     0.00      40.64     37.40
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 09     0.00      43.34     36.68
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 10     1.18      42.44     41.00
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 11     0.20      42.80     39.20
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 12     0.00      41.54     38.66
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 13     0.00      42.08     37.40
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 14     0.00      41.18     37.40
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 15     0.00      44.42     37.40
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 16     0.00      44.42     39.92
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 17     0.07      46.22     42.44
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 18     0.18      43.70     40.64
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 19     0.17      44.78     41.54
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 20     0.00      41.90     39.02
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 21     0.00      41.72     38.12
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 22     0.00      42.80     37.58
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 23     0.01      43.34     38.84
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 24     0.01      44.60     41.00
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 25     0.11      44.42     41.54
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 26     0.00      42.08     41.18
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 27     0.00      43.70     40.82
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 28     0.00      44.96     42.26
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 29     0.85      44.60     41.90
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 30     0.00      43.16     39.56
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL      2018 03 31     0.00      44.42     38.66
                                        TROY AL      2018 03 01     0.00      46.04     41.90
                                        TROY AL      2018 03 02     0.19      46.22     40.64
                                        TROY AL      2018 03 03     0.00      43.88     39.38
                                        TROY AL      2018 03 04     0.00      44.60     39.20
                                        TROY AL      2018 03 05     0.00      44.78     39.20
                                        TROY AL      2018 03 06     0.00      45.14     41.36
                                        TROY AL      2018 03 07     0.82      45.14     39.74
                                        TROY AL      2018 03 08     0.00      41.54     37.94
                                        TROY AL      2018 03 09     0.00      41.72     37.94
                                        TROY AL      2018 03 10     0.00      43.52     37.94
                                        TROY AL      2018 03 13     0.00      42.26     38.30
                                        TROY AL      2018 03 14     0.00      42.44     37.94
                                        TROY AL      2018 03 15     0.00      42.26     38.30
                                        TROY AL      2018 03 16     0.00      44.24     38.30
                                        TROY AL      2018 03 17     0.00      44.06     40.28
                                        TROY AL      2018 03 20     0.02      45.86     43.16
                                        TROY AL      2018 03 21     0.00      44.06     39.20
                                        TROY AL      2018 03 22     0.00      42.62     38.66
                                        TROY AL      2018 03 23     0.00      43.16     39.92
                                        TROY AL      2018 03 24     0.00      44.60     38.48
                                        TROY AL      2018 03 25     0.00      46.04     41.18
                                        TROY AL      2018 03 26     0.06      46.40     41.00
                                        TROY AL      2018 03 27     0.00      41.90     40.82
                                        TROY AL      2018 03 28     0.00      44.60     40.82
                                        TROY AL      2018 03 29     0.00      46.22     42.08
                                        TROY AL      2018 03 30     0.98      45.68     42.08
                                        TROY AL      2018 03 31     0.00      44.06     40.64
                THORSBY EXPERIMENTAL STATION AL      2018 03 01     0.01      45.32     39.92
                THORSBY EXPERIMENTAL STATION AL      2018 03 02     0.16      43.88     42.80
                THORSBY EXPERIMENTAL STATION AL      2018 03 03     0.00      44.06     39.38
